dataset,mode,cycle,decoder,sequence_index,bit_true,bit_pred_hard,cost0,cost1,margin,payload_index,char_index,bit_in_char
NULO,RAW,0,soft_vector_codebook,18,0,0,35.29755556708701,54.6484001815415,19.350844614454488,2.0,2.0,0.0
NULO,RAW,0,soft_vector_codebook,19,0,1,15.800620107274813,7.463352504232441,8.337267603042372,3.0,3.0,0.0
NULO,RAW,0,soft_vector_codebook,20,1,0,8.058617630580104,23.78369668777155,15.725079057191445,4.0,4.0,0.0
NULO,RAW,0,soft_vector_codebook,21,1,0,38.49358898535353,39.95361233500457,1.4600233496510384,5.0,0.0,1.0
NULO,RAW,0,soft_vector_codebook,22,0,1,15.925037331473119,5.192760735087299,10.73227659638582,6.0,1.0,1.0
NULO,RAW,0,soft_vector_codebook,23,0,0,11.530839431631831,32.34489918338793,20.814059751756098,7.0,2.0,1.0
NULO,RAW,0,soft_vector_codebook,24,0,1,53.07192738533146,29.97530264280817,23.096624742523293,8.0,3.0,1.0
NULO,RAW,0,soft_vector_codebook,25,0,1,8.118912773799341,7.586556391265096,0.5323563825342452,9.0,4.0,1.0
NULO,RAW,0,soft_vector_codebook,26,0,0,46.178925120441406,76.73695885380087,30.558033733359466,10.0,0.0,2.0
NULO,RAW,0,soft_vector_codebook,27,0,1,15.478018690466103,10.761861736385729,4.716156954080374,11.0,1.0,2.0
NULO,RAW,0,soft_vector_codebook,28,0,0,31.00335159323298,42.62809670973511,11.62474511650213,12.0,2.0,2.0
NULO,RAW,0,soft_vector_codebook,29,1,1,81.69430363765443,49.21939729553457,32.47490634211986,13.0,3.0,2.0
NULO,RAW,0,soft_vector_codebook,30,1,1,40.97579577119803,39.51703642847241,1.458759342725621,14.0,4.0,2.0
NULO,RAW,0,soft_vector_codebook,31,0,0,39.6395143517178,68.34543143220057,28.70591708048277,15.0,0.0,3.0
NULO,RAW,0,soft_vector_codebook,32,0,0,40.4295846555952,54.94021109992197,14.510626444326768,16.0,1.0,3.0
NULO,RAW,0,soft_vector_codebook,33,1,0,2.141165581843837,14.197839627377567,12.056674045533729,17.0,2.0,3.0
NULO,RAW,0,soft_vector_codebook,34,1,0,23.943181679368507,28.17104446839079,4.227862789022282,18.0,3.0,3.0
NULO,RAW,0,soft_vector_codebook,35,1,0,8.782970606292414,8.884038727545786,0.1010681212533715,19.0,4.0,3.0
NULO,RAW,0,soft_vector_codebook,36,1,0,16.464200778522404,30.50430834110834,14.040107562585938,20.0,0.0,4.0
NULO,RAW,0,soft_vector_codebook,37,0,1,16.393461290487448,10.699734889538888,5.6937264009485595,21.0,1.0,4.0
NULO,RAW,0,soft_vector_codebook,38,1,1,54.72189475224747,32.94839627228822,21.77349847995925,22.0,2.0,4.0
NULO,RAW,0,soft_vector_codebook,39,0,0,19.688686589743785,23.017723532086475,3.3290369423426895,23.0,3.0,4.0
NULO,RAW,0,soft_vector_codebook,40,0,0,4.164140777061187,7.538684810355654,3.374544033294467,24.0,4.0,4.0
NULO,RAW,0,soft_vector_codebook,41,0,0,10.178173862246314,29.472241832497893,19.29406797025158,25.0,0.0,5.0
NULO,RAW,0,soft_vector_codebook,42,0,0,27.400613662988455,57.593388846399094,30.19277518341064,26.0,1.0,5.0
